"Latitude","Altitude","Rainfall","Frosts","Year","Sp","PMCno","DBH","Ht","Surv","Vig","Ins_res","Stem_Fm","Crown_Fm","Brnch_Fm","Utility"
-40.95,180,1080,-3,1981,"re",1787,3.77,4.88,88,4,3.5,4,4,4,"1"
-40,150,1300,-2,1983,"fa",2548,26.51,7.66,10,2.5,3,3,3,3,"0"
-40.95,180,1080,-3,1981,"re",1787,11.58,8.37,63,4,3.5,4,4,3.5,"1"
-40.95,180,1080,-3,1981,"re",2431,10.25,10.02,36,3,3,4,4.5,3.5,"0"
-40.6,150,1250,-3,1983,"re",2550,23.1,18.59,63,4,3.5,3.3,3.3,3,"1"
-40.95,180,1080,-3,1981,"co",2562,7.99,5.49,17,2,3,2.5,3.3,3,"0"
-41.2,160,1000,-3,1981,"re",2430,13,10.4,4,3,3.5,2.5,2,4,"0"
-40.95,180,1080,-3,1981,"ob",1337,8.63,8.21,100,4,3,3.5,3.5,3.5,"1"
-41.1333333333333,220,1050,-2,1983,"ni",2568,20.29,9.27,88,2,2.5,3,3,2,"0"
-40.95,180,1080,-3,1981,"si",2435,14.93,9.39,63,4,3,3,2.5,2.5,"1"
-41.2,160,1000,-3,1981,"fr",1786,18.9,11.8,75,5,3,2.5,2.5,2,"0"
-40.95,180,1080,-3,1981,"rd",1524,3.21,3.72,50,1.5,2,2,4,4,"0"
-39.7166666666667,150,900,-2,1986,"nd",3068,29.76,13.55,52.1894828971264,3.95275333333334,3.76959333333333,3.18924846153846,3.530285,2.52300333333333,"0"
-41.1333333333333,220,1050,-2,1983,"fr",2552,18.88,9.59,75,3,3,3,3.3,3,"1"
-41.1333333333333,220,1050,-2,1983,"nd",1596,16.18,7.67,88,3.5,3,2.5,4,3,"1"
-40.95,180,1080,-3,1981,"bxs",1111,6.29,4.62,100,3,2.5,2,2,2.5,"0"
-40,150,1300,-2,1983,"nd",2634,40.22,18.22,10,4,4.5,3,3.5,2,"1"
-40.95,180,1080,-3,1981,"ag",1094,5.26,5.48,63,2,1.5,2,2,2,"0"
-40.95,180,1080,-3,1981,"re",1787,5.3,4.88,38,3.5,3,4,4,4,"1"
-40.95,180,1080,-3,1982,"fr",2552,1.82,2.43,13,1,2.5,3,3,3,"0"
-40.95,180,1080,-3,1983,"ob",2458,8.46,7.05,13,2,3,3,3,3,"0"
-39.7166666666667,150,900,-2,1986,"nd",1596,25.84,11.76,49.0828144612145,3.97868727272727,3.61232809523809,3.33925999999999,3.65646611111112,2.93399333333333,"0"
-40,150,1300,-2,1983,"fr",2552,14.24,7.12,10,2,3,3,4,4,"0"
-41.2666666666667,300,1200,-3,1982,"re",2432,8.92,6.14,75,2.5,3,4,4,3.5,"0"
-40,150,1300,-2,1983,"ob",2570,24.87,11.66,40,3.3,3.4,3.5,4.1,3.4,"1"
-40,150,1300,-2,1983,"nd",1596,33.81,10.93,10,3.3,4,3.3,4,2.7,"1"
-40.95,180,1080,-3,1981,"re",2431,17.08,10.25,7,2.5,3,3,3.5,3,"0"
-39.7166666666667,150,900,-2,1986,"nd",1596,30.15,13.73,51.7978564902,4.07960393939394,3.63580904761905,3.33910999999999,3.60655277777778,2.80238333333334,"0"
-40.6,150,1250,-3,1983,"re",2574,24.4,20.33,75,4.5,3.5,3.3,3.2,2.8,"1"
-40.95,180,1080,-3,1983,"co",1,9.12,9.67,50,3,4,3,3,3,"0"
-41.1333333333333,220,1050,-2,1983,"am",1592,19.34,8.3,100,3.5,3.5,2.5,3.5,2.5,"1"
-41.1333333333333,220,1050,-2,1983,"ob",1522,17.84,8.83,88,3.5,3,3,3,2.7,"1"
-40.1833333333333,130,1000,-3,1980,"mn",1362,4.7,5.5,20,1,1.5,2,3,3,"0"
-39.6333333333333,100,850,-2,1980,"ni",2088,17.15,8.22,60,5,2.7,3.5,3,2,"1"
-39.7166666666667,150,900,-2,1986,"am",2770,15.23,6.96,52.1612709674533,2.91205666666667,3.17743428571429,2.70228153846154,3.27120666666666,2.85433505747126,"0"
-39.8333333333333,70,1000,-2,1981,"el",1338,15.8,10,38,3.5,3.5,3.3,3.5,3,"0"
-39.7166666666667,150,900,-2,1986,"am",3266,21.86,10,51.7573039055297,3.46406666666667,3.76175285714286,2.95454512820513,3.43692444444444,2.78509666666667,"0"
-40.95,180,1080,-3,1983,"ni",2547,24.73,14.19,88,4.5,3,3,3,2.8,"1"
-41.2,160,1000,-3,1981,"nd",1596,11.6,8.9,100,4,3,4,4,4,"1"
-41.1333333333333,220,1050,-2,1983,"nd",2569,18.44,8.74,100,3.5,3.5,2.8,4,2.8,"1"
-40.95,180,1080,-3,1981,"ob",2469,7.68,8,88,4.5,3,4,4,4,"1"
-40.95,180,1080,-3,1983,"fa",2548,23.63,11.82,88,4.5,4,3,2.5,2,"1"
-39.7166666666667,150,900,-2,1986,"am",3267,19.91,13.63,64.3508001903595,3.69914333333333,3.68517476190476,3.01759846153846,3.49254111111111,2.7595283908046,"0"
-39.6333333333333,100,850,-2,1980,"ma",1362,10.32,6.5,50,2.3,2.5,3,3.5,3,"0"
-40.95,180,1080,-3,1981,"ob",2469,9.88,8.94,88,4,3,3.5,3.5,3.5,"1"
-40.95,180,1080,-3,1981,"ag",1094,2.86,3.2,25,2,2,2,2,2,"0"
-41.1333333333333,220,1050,-2,1983,"ni",2547,20.31,9.27,100,4,2.5,2.8,2.5,2.5,"1"
-40.6,150,1250,-3,1983,"re",2553,20.34,18.45,75,3.5,3,3.3,3.3,3,"1"
-41.2666666666667,300,1200,-3,1982,"ob",2570,10.16,7.74,100,3,3,4,4,4,"1"
-41.2,160,1000,-3,1981,"jo",1595,3.1,2.9,2,1.5,3,3,3.5,1,"0"
-40.95,180,1080,-3,1981,"pu",1598,6.78,5.62,63,3,4,2.5,3,2,"0"
-40.1833333333333,130,1000,-3,1980,"ov",1521,11.3,10,40,2.7,2,3.2,4,3,"0"
-40.95,180,1080,-3,1982,"ka",1171,11.62,11.62,2,2,2,4,3,3,"0"
-40.95,180,1080,-3,1981,"ov",1785,4.39,4.03,88,1.5,1.5,2,2,3,"0"
-39.8333333333333,70,1000,-2,1981,"jo",1595,7.8,5.3,50,1,1.5,4,4,4,"0"
-39.8333333333333,70,1000,-2,1981,"fr",1339,33.8,16,50,5,3,2,2,0.5,"1"
-41.2666666666667,300,1200,-3,1982,"re",2553,17.95,13.66,100,5,3,4.5,4.5,4,"1"
-40,150,1300,-2,1983,"re",2553,39.69,18.25,30,3.9,3.8,4.2,4.1,3.6,"1"
-41.2,160,1000,-3,1981,"re",1787,13,9,88,4,3,3.5,3,3,"1"
-41.2666666666667,300,1200,-3,1982,"re",2550,14.59,8.68,100,3,2,4,3,3,"0"
-40.6,150,1250,-3,1983,"nd",1596,19.04,14.75,50,3.5,4,2.5,2.5,2,"1"
-39.7148333333334,150,1750,-2,1986,"am",2507.06097082454,27.68,12.64,38.3512001513523,3.6636980952381,3.42872333333333,3.11158401709402,3.51972666666667,2.88412912023461,"0"
-40.95,180,1080,-3,1981,"sm",1340,5.93,6.48,100,1.8,1.8,2,2,3,"0"
-39.7166666666667,150,900,-2,1986,"te",1609,21.89,8.21,48.4095830886654,3.17711142857143,3.56187142857143,2.91940179487179,3.32124333333333,2.79116,"0"
-39.8333333333333,70,1000,-2,1981,"ag",1094,7.8,7.4,63,1,1,3,3,3,"0"
-41.2666666666667,300,1200,-3,1982,"ob",2570,16.93,8.1,75,2.5,2,2.5,2.5,2,"0"
-41.2666666666667,300,1200,-3,1982,"ov",1788,6.06,4.2,100,1.5,1.5,2,2,1,"0"
-40.95,180,1080,-3,1981,"jo",1595,5.34,3.05,75,2.7,1,3,4,4,"0"
-41.2666666666667,300,1200,-3,1982,"br",2621,5.1,2.66,75,3,2,2,2,3,"0"
-40.95,180,1080,-3,1981,"br",1113,3.98,3.98,75,3,2,3,4,3,"0"
-41.2666666666667,300,1200,-3,1982,"br",2620,7.3,5.91,100,2,2,3,4,4,"0"
-41.2666666666667,300,1200,-3,1982,"am",2560,6.35,4.62,100,3,4,2,3,4,"0"
-41.2,160,1000,-3,1981,"re",1787,10.3,10,4,3,4,3,3,3,"0"
-39.6333333333333,100,850,-2,1980,"pu",1523,18.71,10.9,100,4,4,3.3,4,3,"1"
-39,200,1400,-2,1980,"pu",1523,31.72,9.96,40.9729065967587,4.5,4,3.5,3.5,3,"1"
-40.95,180,1080,-3,1981,"co",2562,8.83,8.6,63,3,3.5,3.5,3.5,3,"0"
-39.8333333333333,70,1000,-2,1981,"ov",1785,7.2,6,50,1.3,1.3,4,4,4,"0"
-40,150,1300,-2,1983,"rd",2575,19.91,6.77,40,1.6,1.8,2.3,2.5,2.3,"0"
-39,200,1400,-2,1980,"nd",1596,25.99,9.6,38.9035965845487,4,4,3,4,2.7,"1"
-40,150,1300,-2,1983,"pu",2573,8.72,10.17,10,1.5,4,4,4,4,"0"
-39.8333333333333,70,1000,-2,1981,"ro",1192,8.9,5.2,63,2.5,1.8,3,3,3,"0"
-41.2666666666667,300,1200,-3,1982,"sm",1340,2.63,2.39,50,1,1.5,1,2,2,"0"
-39.7166666666667,150,900,-2,1986,"co",2562,33.6,14.17,47.8215363636364,4.03437333333334,3.58429852813852,3.2197417948718,3.46627833333333,2.529695,"0"
-41.1333333333333,220,1050,-2,1983,"fa",1482,21.8,8.52,100,2,3,3,3,3,"0"
-41.2666666666667,300,1200,-3,1982,"re",2432,12.39,10.77,75,3,3,4,4,4,"1"
-39.8333333333333,70,1000,-2,1981,"nd",1596,15.3,10.8,75,3,3,3,4,3.5,"1"
-39.6333333333333,100,850,-2,1980,"co",1520,10.75,5.91,50,2.7,4,3.3,3.5,3,"0"
-39.8333333333333,70,1000,-2,1981,"br",1112,14,10,100,2.5,1.5,3,4,4,"0"
-39.7166666666667,150,900,-2,1986,"am",3269,25.71,11.74,56.4001019447454,3.69328333333333,3.71396043290043,3.01621846153846,3.44284111111111,2.57161095238095,"0"
-39.7166666666667,150,900,-2,1986,"am",3268,14.31,6.53,56.556069006669,2.74620285714286,3.11760428571429,2.6971782051282,3.27251,2.8674883908046,"0"
-40.95,180,1080,-3,1981,"br",1112,7.83,6.68,100,3,1.8,3.5,4,4,"1"
-41.2666666666667,300,1200,-3,1982,"nd",2634,17.77,10.42,50,3,3,2,2,2,"0"
-40.1833333333333,130,1000,-3,1980,"fr",1487,37.6,13,10,5,4,2,2,1,"1"
-41.1333333333333,220,1050,-2,1983,"cr",1252,12.52,9.23,100,3,2.8,2,2.8,2,"0"
-40.95,180,1080,-3,1982,"re",2574,1.17,2.34,25,1,3,3,3,3,"0"
-41.1333333333333,220,1050,-2,1983,"ni",2547,18.16,8.29,75,4,2.3,3.3,3.3,3,"1"
-41.1333333333333,220,1050,-2,1983,"pa",2750,14.5,8.17,88,1,3,3,3,3,"0"
-40.1833333333333,130,1000,-3,1980,"ni",2088,10.3,9.4,80,3,2.5,3,3,3,"1"
-39.7166666666667,150,900,-2,1986,"am",3268,17.69,8.08,47.3225573720397,2.99617333333333,3.5983980952381,2.92055179487179,3.43964,2.89598172413793,"0"
-39.8333333333333,70,1000,-2,1981,"ov",1785,9.8,7.5,75,1.7,1.3,3.3,4,3.5,"0"
-40.95,180,1080,-3,1982,"el",2638,0.58,1.75,25,1.5,3,3,3,3,"0"
-39,200,1400,-2,1980,"ov",1521,33.3,13.32,44.6624878136899,4,2.3,3.3,2,1,"1"
-39.7102944444445,150,1750,-2,1986,"co",2488.05379899908,30.93,13.05,39.6417715799237,3.80621285714286,3.58184238095238,3.31640222222221,3.52137142857143,2.97099245356794,"0"
-41.1333333333333,220,1050,-2,1983,"fr",2751,12.35,6.27,71,4,4,2.5,3.5,2.5,"1"
-40,150,1300,-2,1983,"co",2562,33.19,14.42,30,3.6,3.7,3.2,3.7,3.2,"1"
-40.95,180,1080,-3,1983,"ob",1522,1.41,2.82,13,1,3,3,3,3,"0"
-41.2666666666667,300,1200,-3,1982,"ov",1259,10.37,5.6,100,3,2,2,2,1,"0"
-41.2666666666667,300,1200,-3,1982,"br",2621,8.11,4.98,100,3,1,4,4,4,"0"
-40.95,180,1080,-3,1982,"sm",1340,2.1,3.38,50,1,1,3,3,3,"0"
-39.7166666666667,150,900,-2,1986,"am",2460,29.6,13.52,62.3340144760738,4.07009,3.5348970995671,3.12187512820513,3.33361333333333,2.44120666666667,"0"
-40.95,180,1080,-3,1982,"ka",2631,9.06,6.97,25,1.3,1,2,2,3,"0"
-41.2666666666667,300,1200,-3,1982,"re",2553,17.72,11.93,75,4,3,5,4,4,"1"
-41.1333333333333,220,1050,-2,1983,"ni",2568,16.7,7.64,100,3.5,2.8,3,3,2,"1"
-39.7166666666667,150,900,-2,1986,"te",2768,29.91,11.22,56.783549563793,3.71171,3.79302619047619,2.98536512820513,3.30278999999999,2.42636095238095,"0"
-41.2,160,1000,-3,1981,"si",2435,6,7,13,3,3,4,4,4,"0"
-41.2,160,1000,-3,1981,"br",1112,7.4,6.6,3,2,3,3,3,1,"0"
-39.8333333333333,70,1000,-2,1981,"sm",1340,20.1,6.9,88,3,2.5,1,0.5,0,"0"
-41.2,160,1000,-3,1981,"ag",1094,12,10.3,38,2.8,3.2,2.8,3.2,3,"0"
-39.6333333333333,100,850,-2,1980,"ni",2088,14.5,10.78,90,4,2.7,3.3,3,3,"1"
-41.1333333333333,220,1050,-2,1983,"re",2553,11.28,6.41,50,4,3.5,3.5,3.5,3,"1"
-39.6333333333333,100,850,-2,1980,"si",1525,17.52,9.22,60,4,3,3,3,2,"1"
-40.95,180,1080,-3,1981,"re",2428,6.48,6.42,38,4,3.5,4,4,3.5,"1"
-41.1333333333333,220,1050,-2,1983,"ob",2570,16.55,8.21,100,3.5,3,3.5,3.3,3,"1"
-40.95,180,1080,-3,1983,"nd",2569,16.69,11.67,75,3,3.8,3.4,4,3.5,"0"
-41.2666666666667,300,1200,-3,1982,"ob",2570,6.05,5.44,100,3,2.5,3.5,3.5,3,"0"
-41.1333333333333,220,1050,-2,1983,"am",2560,16.5,7.08,75,3,3.5,2.5,4,3,"1"
-40.1833333333333,130,1000,-3,1980,"pu",1523,20.8,12,20,3,4,3,3.5,3,"0"
-40.6,150,1250,-3,1983,"nd",2634,26.28,20.11,25,3.1,3,3,3,2,"1"
-40.95,180,1080,-3,1983,"re",2553,9.73,11.04,75,3,3,3.5,4,3.5,"1"
-40.95,180,1080,-3,1982,"ov",1259,9.65,8.01,100,3,2,3,3.5,3,"0"
-41.1333333333333,220,1050,-2,1983,"fa",2548,13.7,5.35,88,4,3,2,3,1.5,"1"
-41.2666666666667,300,1200,-3,1982,"nd",2569,12.5,6.62,100,3,3,3,3,3,"1"
-39.8333333333333,70,1000,-2,1981,"fr",2447,21.4,12.7,75,4.6,4,3,3,3,"1"
-39,200,1400,-2,1980,"ob",1522,39.72,13.82,41.7649407958929,5,4,3.3,3,2,"1"
-39.8333333333333,70,1000,-2,1981,"ag",1094,13.5,4,13,0.5,0,1,1,1,"0"
-39.7166666666667,150,900,-2,1986,"nd",3271,18.73,8.53,46.9684573720397,3.25001,3.63298761904762,3.00802846153846,3.60709666666667,2.9782983908046,"0"
-40.95,180,1080,-3,1983,"fr",2552,1.59,2.89,38,2.5,3,3,3,3,"0"
-39.7166666666667,150,900,-2,1986,"am",2770,11.25,5.14,52.8661023400023,2.47970666666667,3.01994428571429,2.68444307692308,3.33027666666666,2.91784505747126,"0"
-39.7166666666667,150,900,-2,1986,"co",2562,40.44,17.06,47.7702363636364,4.14311761904762,3.58112852813853,3.08880846153846,3.35538666666666,2.34585388888889,"0"
-40.6,150,1250,-3,1983,"fr",2552,31.73,18.88,63,3.8,3.2,3,3,2,"1"
-41.2,160,1000,-3,1981,"br",1113,3.3,2.7,100,1.5,1,2,3,3,"0"
-40.95,180,1080,-3,1981,"nd",1596,2.73,3.77,100,2.5,4,3.5,4.5,4,"1"
-39.7166666666667,150,900,-2,1986,"ra",1825,19.63,8.97,63.7222077412059,3.49415476190476,3.37870619047619,2.9053782051282,3.17962444444444,2.7641683908046,"0"
-40.95,180,1080,-3,1982,"am",2560,4.39,5.19,50,2.5,3.5,3,4.5,4,"0"
-39.8333333333333,70,1000,-2,1981,"pu",1598,15.9,12.8,100,4,4,3.3,4,3,"1"
-40.95,180,1080,-3,1983,"pu",2573,5.19,4.44,13,1.5,2.5,3,3,3,"0"
-40.95,180,1080,-3,1982,"am",1592,7.5,8.08,25,2,3,3,4,4,"0"
-41.2,160,1000,-3,1981,"re",2431,9,9.6,75,4,3,4,3,2.5,"1"
-39.8333333333333,70,1000,-2,1981,"pu",1598,14,10.3,100,3.5,4,2,3,2,"0"
-39.6333333333333,100,850,-2,1980,"pu",1523,19.05,11.26,100,5,4.5,3.5,4,2,"1"
-41.2,160,1000,-3,1981,"br",1113,8.6,9.5,100,2,1.5,4,4,4,"0"
-40.95,180,1080,-3,1981,"nc",1780,2.6,3.64,38,1,2,2,2,3,"0"
-40.95,180,1080,-3,1983,"ov",2571,14.82,14.23,50,3,1.7,4,4,3.5,"1"
-39.8333333333333,70,1000,-2,1981,"pu",1598,15.2,14.4,100,4.5,4,3,4,3,"1"
-39.7166666666667,150,900,-2,1986,"pu",3273,25.85,11.06,52.6136352780788,3.57201666666666,3.72736761904762,3.02211512820513,3.50555777777778,2.74487761904762,"0"
-40.95,180,1080,-3,1981,"re",2428,3.63,5.02,63,4,3.5,4,4,3.5,"1"
-40.95,180,1080,-3,1983,"rd",2575,13.54,8.81,88,2.7,2,2.5,3,3,"0"
-41.1333333333333,220,1050,-2,1983,"rd",2575,6.65,5.08,88,2.5,2.5,2.5,3,3,"0"
-40.95,180,1080,-3,1982,"br",2620,2.29,3.2,50,1,1,3,3,3,"0"
-40.6,100,1250,-2,1983,"re",2252.24831111111,22.34,8.84,25,3.8,3.5,3,3.5,3,"0"
-39.8333333333333,70,1000,-2,1981,"jo",1595,6.5,4.4,63,0.5,0.5,4,4.5,4,"0"
-39.7166666666667,150,900,-2,1986,"ra",1257,21.07,9.62,52.2392307077131,3.36445666666667,3.44460952380952,2.52838,2.74572666666666,2.13808714285714,"0"
-39.6333333333333,100,850,-2,1980,"ov",1521,13.93,9.77,80,4,2,3,3,3,"1"
-39.8333333333333,70,1000,-2,1981,"ob",1337,22.2,14.6,63,5,3,4,4,3.2,"1"
-39.6333333333333,100,850,-2,1980,"ov",1521,8.78,5.79,50,2.5,2,3.2,3.3,3,"0"
-41.2666666666667,300,1200,-3,1982,"fa",1482,2.37,2.73,50,1,3,3,3,3,"0"
-39.7166666666667,150,900,-2,1986,"te",3274,26.87,10.08,49.5646932490932,3.49227,3.79765619047619,2.94833179487179,3.33041444444444,2.57240333333333,"0"
-40.95,180,1080,-3,1983,"nd",2569,11.23,10.34,50,3,3.5,3.3,4,3.5,"1"
-39.8333333333333,70,1000,-2,1981,"ob",1337,24.5,13.5,75,5,3,4,4,2.5,"1"
-40.95,180,1080,-3,1983,"ni",2568,11.66,8.57,75,3,2.5,2.5,2.5,2.5,"0"
-39.7166666666667,150,900,-2,1986,"nd",3270,35.78,16.29,47.4245363636364,4.0398,3.75320043290043,3.06907512820513,3.43963833333333,2.34786722222222,"0"
-41.2,160,1000,-3,1981,"fr",1339,15,11.6,4,3,2,2,2,3,"0"
-40.95,180,1080,-3,1982,"am",1592,11.77,8.08,75,3,4,3,4,3,"1"
-40.95,180,1080,-3,1982,"sm",1340,2.1,3.85,25,1,2,3,3,3,"0"
-41.1333333333333,220,1050,-2,1983,"fa",2548,15.98,6.24,63,3.5,4,2.8,2.8,2.5,"0"
-41.2,160,1000,-3,1981,"fa",1978,11,8.1,100,4,3,2,2,2,"1"
-40.95,180,1080,-3,1981,"pu",1598,10.75,9.26,88,4,4,4,4,4,"1"
-41.2666666666667,300,1200,-3,1982,"pu",2573,10.78,6.62,100,2.5,4,3,3,2,"0"
-41.2,160,1000,-3,1981,"bxs",1111,1.6,1.8,88,1,2,3,3,3,"0"
-40.6,150,1250,-3,1983,"ni",2568,47.73,18.55,13,3.5,2.7,2,2,2,"1"
-41.2666666666667,300,1200,-3,1982,"pu",2573,7.84,4.29,25,2,4,1,2,3,"0"
-40.95,180,1080,-3,1981,"fr",2447,9.99,6.83,88,4,3,3.5,3,2.5,"1"
-41.2,160,1000,-3,1981,"ag",1094,10.5,6,25,3,3,2,3,2.5,"0"
-40.95,180,1080,-3,1981,"ag",1094,1.03,2.17,13,2,2,2,2,2,"0"
-40.95,180,1080,-3,1982,"rd",2575,4.84,4.13,50,2,1.5,3,3,3,"0"
-40.6,150,1250,-3,1983,"ni",2547,20.8,10.23,13,3,3,3,2.5,3,"0"
-40,150,1300,-2,1983,"nd",2569,22.15,14.57,20,3,4,3,3.4,3,"1"
-40.95,180,1080,-3,1983,"re",2550,9.15,8.42,25,3,3.5,3.5,4,4,"0"
-39.6333333333333,100,850,-2,1980,"nd",1596,14.8,9.48,70,3.7,3,3.3,4,3.5,"1"
-39.8333333333333,70,1000,-2,1981,"fa",1482,20,13.2,75,4.5,3,4,4,4,"1"
-40.6,150,1250,-3,1983,"pu",2573,21.7,17.42,88,3,3.5,3,3.3,2.3,"1"
-41.2666666666667,300,1200,-3,1982,"nd",2634,7.97,5.88,75,2.5,3,3,3,3.5,"0"
-41.1333333333333,220,1050,-2,1983,"fa",2548,6.34,3.65,100,3,3,2,2.5,2.5,"0"
-39.8333333333333,70,1000,-2,1981,"br",1112,13.1,10.6,88,2,2,3,3,3,"0"
-40.95,180,1080,-3,1982,"pu",2573,15.02,8.04,75,3,4,3,3.2,2.5,"0"
-41.2,160,1000,-3,1981,"el",1338,7.3,5.6,3.5,3,2.5,2.5,2.5,1.5,"0"
-40,150,1300,-2,1983,"am",1592,43.29,17.2,20,4.5,4.5,3.7,4,3,"1"
-40.95,180,1080,-3,1983,"co",1,6.77,7.19,75,3,3,2.7,3,3,"0"
-39.8333333333333,70,1000,-2,1981,"fr",1786,13.3,10.8,75,4,3.8,4,4,4,"1"
-41.2,160,1000,-3,1981,"bxs",1111,15,8.4,88,3,3,3,3,2,"0"
-41.1333333333333,220,1050,-2,1983,"ni",2568,21.09,9.63,63,4,3,4,3.3,3,"1"
-41.1333333333333,220,1050,-2,1983,"re",2553,11.55,6.56,100,3,2.7,3.3,4,4,"1"
-41.2,160,1000,-3,1981,"el",1338,8.2,6.6,63,4,4,3,3,3,"0"
-40.6,150,1250,-3,1983,"ov",1788,7.4,13.38,25,1,2,3.2,3,3,"0"
-41.2,160,1000,-3,1981,"sm",1340,7.7,6.1,2,2,2,2,3,0.5,"0"
-39.8333333333333,70,1000,-2,1981,"jo",1595,5.2,4.3,75,0.5,0.5,4,4,4,"0"
-40.95,180,1080,-3,1983,"ov",2571,8.83,7.91,63,3.5,2.5,3.5,4,4,"1"
-41.1333333333333,220,1050,-2,1983,"am",1592,23.59,9.87,75,3,4,3,4,3,"1"
-40.95,180,1080,-3,1982,"ov",1788,15.31,11.77,75,3,2,4,4,4,"1"
-41.2666666666667,300,1200,-3,1982,"ov",1788,2.68,2.33,75,1,1.5,2,2,2,"0"
-40.95,180,1080,-3,1981,"fa",2426,8.3,5.93,4,2,3.5,3,3,3,"0"
-41.2666666666667,300,1200,-3,1982,"pu",2573,2.45,3.06,50,1.5,4,1,2,3,"0"
-40.6,100,1250,-2,1983,"ni",2568,28.21,9.47,94,4.6,3,2,1.8,1.2,"1"
-40.6,150,1250,-3,1983,"re",2553,25.57,17.43,50,3.7,3,2.7,3,2,"0"
-39.7166666666667,150,900,-2,1986,"te",1609,33.99,12.75,48.6892954135954,4.01087000000001,3.67716090909091,3.05683512820513,3.30882333333333,2.375265,"0"
-41.2,160,1000,-3,1981,"sm",1340,6.2,5.3,100,2,2,2.5,2.5,3,"0"
-40.95,180,1080,-3,1983,"fa",1482,14.03,9.9,63,3.5,4,3.5,3,3,"1"
-41.2666666666667,300,1200,-3,1982,"am",1592,20.43,10.39,75,3,4,2,3,2,"1"
-40.6,150,1250,-3,1983,"rd",2575,3.62,6.03,25,1,3,2.5,2.5,3,"0"
-40,150,1300,-2,1983,"ov",1788,17.33,8.32,40,1.9,2.1,2.5,3,2.8,"0"
-40.95,180,1080,-3,1981,"re",2553,11.96,9.91,33,4,4,4,4,4,"1"
-40.95,180,1080,-3,1981,"bxs",1111,6.92,4.54,48,3,3,2.5,2,2,"0"
-39.8333333333333,70,1000,-2,1981,"bxs",1111,16.4,13.3,100,4.5,3,3.3,3.3,2.7,"1"
-39.8333333333333,70,1000,-2,1981,"ka",1171,13.1,10.1,100,2,2,2,2,2,"0"
-41.2,160,1000,-3,1981,"nc",1780,8.8,5.3,63,3,3,3,4,4,"0"
-39,200,1400,-2,1980,"rd",1524,22.72,11.52,42.6986957501979,3,2.5,3.5,3.5,2.8,"1"
-41.2,160,1000,-3,1981,"ob",1337,19.6,11.8,63,5,3,3.5,3,2,"1"
-41.2666666666667,300,1200,-3,1982,"fa",2426,11.85,7.47,50,3,3,4,3,3,"0"
-39.6333333333333,100,850,-2,1980,"co",1520,8.15,6.72,70,1.5,3,3,3,3,"0"
-40.6,150,1250,-3,1983,"ov",2571,19.35,17.3,50,2.5,2,3.2,4,4,"0"
-40,150,1300,-2,1983,"cr",1252,26.59,10.8,40,3.6,3.8,2.6,2.6,2.5,"1"
-40.95,180,1080,-3,1983,"nd",1596,7.68,6.56,50,3,3.5,3.5,4,4,"0"
-40.95,180,1080,-3,1982,"br",2621,3.09,2.63,75,2.5,2,3.3,3.3,3.3,"0"
-41.1333333333333,220,1050,-2,1983,"ni",2547,21.25,9.62,100,3.5,2.5,3,3,2,"1"
-39.6333333333333,100,850,-2,1980,"rd",1524,7.62,6.59,80,2.5,2.5,3.3,3.5,3.5,"0"
-41.2,160,1000,-3,1981,"pu",1598,15.3,12.7,3,4,2.5,3,2,3,"0"
-39.8333333333333,70,1000,-2,1981,"sm",1340,8.8,6.3,100,2,2,1,2,2,"0"
-40.95,180,1080,-3,1982,"ov",1785,3.53,3.3,75,1.8,2,2.5,3,3,"0"
-41.2666666666667,300,1200,-3,1982,"nd",2569,17.03,10.42,100,3,3,4,4,3,"1"
-41.2,160,1000,-3,1981,"ag",1094,7.3,6.8,2.5,3.5,3.5,3.5,3.5,1.5,"0"
-41.2666666666667,300,1200,-3,1982,"nd",2569,13.73,7.6,75,2.5,2,3,3,3,"0"
-40.6,150,1250,-3,1983,"am",2560,20.24,14.6,63,3,3.5,3,3.7,2.5,"1"
-39.6333333333333,100,850,-2,1980,"ob",1522,17.01,12.28,70,5,4,5,4,4.5,"1"
-39.7166666666667,150,900,-2,1986,"am",2770,20.85,9.52,50.6896618765442,3.30693333333333,3.68387619047619,2.92325846153846,3.44229777777778,2.89131505747126,"0"
-40.6,150,1250,-3,1983,"cr",1252,17.36,15.64,50,3.5,3.5,2.5,2.5,2.5,"0"
-41.2666666666667,300,1200,-3,1982,"el",2638,5.25,3.5,50,2,3,3,3,4,"0"
-39.7166666666667,150,900,-2,1986,"nd",3068,32.15,14.64,48.7066696969697,3.95333333333334,3.76678761904762,3.10374846153846,3.506955,2.43046166666667,"0"
-41.1333333333333,220,1050,-2,1983,"ob",1522,15.73,7.8,88,3.5,2.8,3,3.5,3.5,"1"
-40.95,180,1080,-3,1983,"fa",2548,2.95,4.43,13,1,2,3,3,3,"0"
-39.7166666666667,150,900,-2,1986,"pu",2573,27.66,11.83,55.153449563793,3.70754,3.54711662337662,3.04782179487179,3.43674666666667,2.53022761904762,"0"
-40,150,1300,-2,1983,"re",2553,27.44,11.32,20,3.5,3,3.3,4,2.9,"1"
-39.7166666666667,150,900,-2,1986,"te",3275,17.35,6.51,50.186633671416,2.90848,3.22710761904762,2.67152153846154,3.11320761904762,2.55126172413793,"0"
